self_employed,num_employees,tech_company,role,mental_health_benefits,knowledge_of_mental_healthcare_coverage,employer_discussed_mental_health,employer_offer_resources,anonymity_protected,asking_for_leave,discuss_mental_health_disorder_with_employer,believe_negative_consequences_of_employer_discussion,discuss_mental_health_disorder_with_coworkers,discuss_mental_health_disorder_with_supervisor,employer_mental_health_serious,negative_consequences_at_work,medical_coverage,know_of_resources_for_help,reveal_diagnosis_with_collegues,negative_impact_of_revealing_diagnosis,productivity_affected_mental_health,percentage_work_time_affected,discuss_physical_health_potential_employer,discuss_mental_health_potential_employer,hurt_career,believe_negative_view_from_collegues,share_with_friends_family,bad_response_to_mental_health_at_work,family_history,had_disorder_in_past,have_disorder,been_diagnosed,sought_treatment,interferes_with_work_if_treated_effectively,age,gender,work_remotely
0,More than 1000,1,,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Yes,Yes,No,No,No,,,,,,,Yes,No,"Yes, I think it would","No, I don't think they would",Very open,No,No,Yes,No,Yes,1,Sometimes,53,Male,Sometimes
0,100-500,1,,I don't know,I am not sure,I don't know,I don't know,No,I don't know,No,No,No,Maybe,Yes,No,,,,,,,No,No,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Rarely,45,m,Never
0,100-500,1,,Yes,No,No,Yes,I don't know,Very difficult,Yes,Maybe,No,No,No,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,I don't know,No,Maybe,No,1,Never,40,Male,Sometimes
0,More than 1000,0,1,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,I don't know,Yes,Maybe,No,Maybe,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",Yes,Yes,No,No,1,Sometimes,52,Male,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,"No, because it doesn't matter",I'm not sure,Yes,1-25%,Yes,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,No,I don't know,Yes,Maybe,Yes,1,Sometimes,30,Male,Always
0,More than 1000,1,,Yes,Yes,No,No,Yes,I don't know,Maybe,No,Maybe,Maybe,No,No,,,,,,,No,No,Maybe,"No, I don't think they would",Neutral,No,No,Yes,No,Yes,0,Never,41,Male,Always
1,,,,,,,,,,,,,,,,1,I know some,"Sometimes, if it comes up",I'm not sure,Yes,1-25%,Yes,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,I don't know,Yes,Maybe,Yes,1,Sometimes,31,male,Always
0,100-500,1,,Not eligible for coverage / N/A,N/A,Yes,I don't know,I don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,No,,,,,,,Yes,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,I don't know,No,Maybe,No,1,Not applicable to me,31,Male,Sometimes
1,,,,,,,,,,,,,,,,0,I know some,"No, because it would impact me negatively",I'm not sure,Yes,26-50%,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Maybe,Maybe,No,1,Sometimes,24,human,Sometimes
0,100-500,1,,No,N/A,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,No,Yes,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Maybe,Yes,1,Rarely,44,Male,Sometimes
0,More than 1000,1,,Yes,No,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,Maybe,No,"Yes, it has","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Rarely,37,m,Sometimes
0,6-25,0,1,No,N/A,No,No,I don't know,Somewhat difficult,Maybe,Yes,No,No,No,No,,,,,,,Yes,Maybe,"Yes, I think it would","No, I don't think they would",Somewhat not open,No,Yes,No,Yes,Yes,0,Rarely,22,Male,Always
0,26-100,1,,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,No,Maybe,Yes,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Rarely,31,Female,Sometimes
0,26-100,1,,No,N/A,No,No,I don't know,I don't know,Yes,Maybe,No,No,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I observed",I don't know,No,Maybe,No,0,Not applicable to me,36,female,Sometimes
1,,,,,,,,,,,,,,,,0,"Yes, I know several","No, because it doesn't matter",Yes,Yes,76-100%,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Often,28,Male,Always
0,500-1000,0,1,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,Maybe,No,No,,,,,,,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Very open,No,Yes,No,No,No,0,Not applicable to me,25,female,Sometimes
1,,,,,,,,,,,,,,,,1,"No, I don't know any",Not applicable to me,N/A,Yes,1-25%,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,I don't know,Maybe,Maybe,No,1,Sometimes,49,male,Always
0,1-5,1,,Not eligible for coverage / N/A,N/A,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,No,"No, I don't think it would","No, they do not",Very open,No,Yes,Yes,Yes,Yes,1,Rarely,22,woman,Always
1,,,,,,,,,,,,,,,,1,I know some,"No, because it doesn't matter",No,Yes,1-25%,Yes,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,Yes,Yes,Yes,1,Rarely,43,male,Sometimes
1,,,,,,,,,,,,,,,,0,"Yes, I know several","Sometimes, if it comes up",I'm not sure,Yes,26-50%,No,No,"Yes, it has","Yes, I think they would",Neutral,Maybe/Not sure,Yes,Maybe,Maybe,Yes,1,Sometimes,33,m,Never
0,500-1000,1,,Yes,Yes,No,Yes,I don't know,Very difficult,Yes,Maybe,No,No,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,I don't know,Yes,Maybe,Yes,1,Sometimes,36,"Female (props for making this a freeform field, though)",Sometimes
0,26-100,1,,Yes,I am not sure,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,Yes,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Rarely,26,female,Sometimes
0,More than 1000,0,1,Yes,I am not sure,I don't know,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,No,No,,,,,,,Maybe,Maybe,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Sometimes,43,Male,Sometimes
1,,,,,,,,,,,,,,,,1,"No, I don't know any","No, because it would impact me negatively",N/A,Yes,26-50%,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I experienced",Yes,Yes,Maybe,No,0,Sometimes,21,male,Sometimes
0,More than 1000,1,,Not eligible for coverage / N/A,N/A,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Yes,I don't know,No,,,,,,,No,No,"Yes, I think it would",Maybe,Neutral,"Yes, I observed",Yes,Yes,No,Yes,0,Not applicable to me,39,Male,Sometimes
0,More than 1000,0,1,Yes,I am not sure,Yes,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Yes,Maybe,I don't know,No,,,,,,,Yes,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,I don't know,Yes,Yes,Yes,1,Rarely,46,Male,Sometimes
0,1-5,1,,Not eligible for coverage / N/A,No,No,No,No,Somewhat difficult,Yes,No,Maybe,Maybe,Yes,No,,,,,,,No,No,Maybe,Maybe,Somewhat open,No,Yes,Yes,No,No,0,Sometimes,32,M,Sometimes
1,,,,,,,,,,,,,,,,0,"No, I don't know any",Not applicable to me,N/A,Yes,1-25%,Yes,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,No,0,Not applicable to me,31,Male,Sometimes
1,,,,,,,,,,,,,,,,0,I know some,"No, because it doesn't matter",N/A,Unsure,,Maybe,Maybe,Maybe,Maybe,Very open,No,Yes,Yes,No,Yes,1,Sometimes,39,female,Sometimes
0,100-500,1,,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Maybe,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,I don't know,Maybe,Maybe,Yes,1,Rarely,44,m,Sometimes
0,More than 1000,0,1,Yes,I am not sure,I don't know,Yes,Yes,Neither easy nor difficult,Yes,Maybe,No,No,Yes,No,,,,,,,Yes,No,"Yes, I think it would",Maybe,Neutral,No,Yes,Yes,Yes,Yes,1,Sometimes,36,male,Never
0,More than 1000,0,1,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,No,No,Maybe,Yes,Yes,No,,,,,,,No,No,"No, I don't think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,No,0,Not applicable to me,31,female,Never
1,,,,,,,,,,,,,,,,0,I know some,"No, because it would impact me negatively",I'm not sure,Yes,26-50%,Maybe,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Rarely,30,Nonbinary,Sometimes
0,100-500,1,,Yes,I am not sure,No,Yes,Yes,Very difficult,Yes,Yes,Maybe,No,I don't know,No,,,,,,,No,No,"Yes, it has","Yes, they do",Somewhat not open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Rarely,36,male,Sometimes
1,,,,,,,,,,,,,,,,1,"No, I don't know any",Not applicable to me,N/A,Unsure,,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,No,No,No,No,0,Not applicable to me,31,m,Sometimes
0,1-5,1,,No,N/A,No,No,Yes,Somewhat difficult,No,No,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,No,No,No,No,0,Not applicable to me,23,male,Never
0,26-100,1,,Yes,I am not sure,No,No,Yes,Somewhat easy,Maybe,No,No,No,I don't know,No,,,,,,,Maybe,No,Maybe,Maybe,Neutral,Maybe/Not sure,I don't know,No,Yes,Yes,0,Sometimes,23,M,Always
1,,,,,,,,,,,,,,,,1,I know some,"No, because it would impact me negatively",No,Yes,51-75%,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,Yes,Yes,Yes,Yes,1,Sometimes,30,Female ,Always
1,,,,,,,,,,,,,,,,1,"Yes, I know several",Not applicable to me,N/A,Not applicable to me,,Maybe,Maybe,Maybe,Maybe,Neutral,No,I don't know,No,No,No,1,Not applicable to me,34,male,Always
0,6-25,1,,No,N/A,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Maybe,Maybe,Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,49,Female,Sometimes
0,6-25,1,,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","No, I don't think they would",Not open at all,N/A,I don't know,No,Maybe,No,0,Not applicable to me,25,m,Never
0,6-25,0,1,No,No,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,Yes,Maybe,Maybe,Maybe,Very open,"Yes, I observed",No,Maybe,Maybe,No,0,Sometimes,39,Male,Sometimes
0,More than 1000,1,,No,N/A,Yes,Yes,Yes,Somewhat easy,Yes,Yes,No,No,Yes,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,No,No,No,No,0,Never,37,male,Never
0,26-100,1,,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No,,,,,,,Yes,Yes,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,No,0,Not applicable to me,26,Male,Sometimes
0,100-500,1,,I don't know,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,No,No,,,,,,,Yes,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Rarely,41,Male,Sometimes
0,6-25,1,,No,N/A,No,No,I don't know,Very easy,No,No,Maybe,Yes,I don't know,No,,,,,,,Yes,Maybe,"No, I don't think it would",Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,28,Male,Never
0,100-500,1,,Not eligible for coverage / N/A,N/A,No,No,Yes,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,Maybe,No,"No, I don't think it would",Maybe,Somewhat open,No,I don't know,Yes,Maybe,Yes,1,Never,33,Male,Sometimes
0,100-500,0,0,No,No,Yes,No,Yes,Somewhat difficult,Yes,Maybe,Yes,Yes,No,Yes,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat not open,"Yes, I experienced",No,No,No,No,1,Often,74, Female,Sometimes
0,100-500,0,1,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,Maybe,No,No,Yes,Yes,No,,,,,,,Maybe,Maybe,Maybe,"No, I don't think they would",Very open,No,Yes,Yes,Yes,Yes,1,Often,28,Male,Sometimes
0,6-25,1,,No,Yes,No,No,No,Neither easy nor difficult,Yes,Maybe,No,No,No,Yes,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Often,47,Male,Sometimes
0,100-500,0,1,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Yes,No,No,Maybe,I don't know,No,,,,,,,Yes,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,I don't know,No,Maybe,No,0,Not applicable to me,25,male,Never
0,100-500,0,1,Yes,Yes,Yes,Yes,Yes,Very easy,No,Maybe,Maybe,Yes,No,Yes,,,,,,,No,No,Maybe,Maybe,Somewhat open,No,Yes,Yes,No,Yes,1,Rarely,51,M,Never
0,More than 1000,1,,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,No,I don't know,No,,,,,,,No,No,"Yes, it has","Yes, they do",Somewhat not open,Maybe/Not sure,No,Yes,Yes,Yes,1,Sometimes,26,male,Never
0,26-100,1,,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,Maybe,No,No,No,,,,,,,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat not open,Maybe/Not sure,Yes,Maybe,Maybe,No,0,Not applicable to me,24,Male,Never
1,,,,,,,,,,,,,,,,1,I know some,"No, because it doesn't matter",N/A,Yes,1-25%,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,I don't know,Yes,Maybe,Yes,1,Rarely,33,F,Always
0,26-100,1,,Yes,Yes,No,No,I don't know,I don't know,Yes,No,No,No,I don't know,No,,,,,,,No,No,Maybe,"Yes, I think they would",Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,32,Female ,Sometimes
0,6-25,1,,Yes,No,No,No,Yes,Very difficult,Yes,Maybe,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,No,No,No,No,0,Not applicable to me,57,male,Always
0,More than 1000,0,1,Yes,Yes,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No,,,,,,,No,No,"Yes, it has",Maybe,Very open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Rarely,39,Male,Never
0,6-25,1,,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No,,,,,,,Maybe,No,Maybe,Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Rarely,26,Female,Sometimes
0,100-500,0,1,I don't know,No,I don't know,Yes,Yes,I don't know,Yes,Maybe,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe/Not sure,Yes,Maybe,Maybe,No,0,Not applicable to me,38,Male,Sometimes
0,1-5,1,,Yes,No,No,No,I don't know,Very difficult,Maybe,No,Yes,Maybe,Yes,No,,,,,,,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,Yes,Yes,No,Yes,0,Rarely,33,Male,Sometimes
0,6-25,1,,Yes,Yes,No,No,Yes,I don't know,Maybe,No,No,Maybe,I don't know,No,,,,,,,Yes,No,Maybe,Maybe,Somewhat open,No,Yes,Maybe,Maybe,No,0,Not applicable to me,30,Male,Sometimes
0,100-500,1,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Often,25,Female ,Sometimes
0,26-100,1,,Yes,Yes,No,No,Yes,Neither easy nor difficult,Maybe,No,Yes,Yes,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Rarely,40,Male,Sometimes
0,More than 1000,0,1,Yes,Yes,No,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Yes,No,,,,,,,Maybe,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Sometimes,26,Female,Sometimes
0,More than 1000,0,1,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,No,Yes,Maybe,No,No,,,,,,,Yes,No,"Yes, I think it would",Maybe,Very open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Rarely,34,Male,Never
0,More than 1000,0,1,Yes,Yes,Yes,Yes,I don't know,I don't know,Yes,Maybe,No,No,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,Yes,Yes,Maybe,Yes,1,Rarely,46,F,Sometimes
0,More than 1000,0,1,Not eligible for coverage / N/A,N/A,No,I don't know,I don't know,Very difficult,Yes,Maybe,No,No,No,No,,,,,,,No,No,"Yes, it has",Maybe,Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Never,31,female,Sometimes
1,,,,,,,,,,,,,,,,0,I know some,"No, because it would impact me negatively",No,Yes,1-25%,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Maybe,Yes,Yes,1,Rarely,42,male,Never
0,More than 1000,1,,I don't know,No,No,No,I don't know,I don't know,Maybe,No,Yes,Yes,No,No,,,,,,,Yes,Yes,"Yes, I think it would",Maybe,Very open,Maybe/Not sure,No,No,No,No,0,Not applicable to me,30,Male,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,"No, because it would impact me negatively",Yes,Unsure,,Maybe,No,"Yes, it has","Yes, they do",Very open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Rarely,26,Unicorn,Always
0,1-5,1,,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No,,,,,,,Maybe,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,Yes,Maybe,Yes,1,Sometimes,29,male,Never
0,100-500,1,,Yes,Yes,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,"No, it has not","No, they do not",Very open,No,Yes,Yes,Yes,Yes,1,Rarely,31,M,Never
0,26-100,1,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No,,,,,,,No,No,Maybe,Maybe,Somewhat open,No,I don't know,Yes,No,Yes,1,Sometimes,40,Male,Always
0,26-100,1,,Yes,I am not sure,No,I don't know,I don't know,Very easy,Maybe,No,Yes,Yes,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Very open,Maybe/Not sure,I don't know,Maybe,Yes,Yes,1,Sometimes,39,Cis Male,Always
0,26-100,1,,Yes,No,No,No,I don't know,Very easy,Maybe,No,Maybe,Maybe,Yes,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I observed",No,No,Maybe,No,0,Not applicable to me,37,male,Sometimes
0,26-100,1,,I don't know,I am not sure,No,Yes,I don't know,Very easy,Maybe,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,27,Male,Always
0,26-100,1,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,No,No,No,No,0,Not applicable to me,45,m,Always
0,26-100,1,,I don't know,No,No,No,Yes,Very easy,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,No,No,Maybe,Maybe,Very open,No,Yes,No,No,No,0,Not applicable to me,29,M,Sometimes
0,26-100,1,,Yes,No,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,No,No,"No, I don't think it would","No, I don't think they would",Neutral,No,No,No,No,No,0,Not applicable to me,47,female,Sometimes
0,100-500,1,,I don't know,No,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,"No, I don't think it would",Maybe,Somewhat open,Maybe/Not sure,No,No,No,No,0,Not applicable to me,33,male,Always
0,26-100,1,,I don't know,No,No,I don't know,Yes,I don't know,Maybe,Maybe,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,No,0,Not applicable to me,32,Male,Always
0,26-100,1,,I don't know,No,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Maybe,Maybe,Maybe,Very open,Maybe/Not sure,No,No,No,No,0,Not applicable to me,29,Male,Sometimes
0,26-100,1,,Yes,I am not sure,No,No,Yes,Somewhat easy,No,No,Maybe,Maybe,I don't know,No,,,,,,,Yes,Maybe,"No, I don't think it would",Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Sometimes,36,Male,Sometimes
0,6-25,1,,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Yes,No,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,I don't know,No,No,No,0,Not applicable to me,35,F,Never
0,26-100,1,,Yes,No,No,I don't know,I don't know,Very easy,Maybe,No,Maybe,Yes,Yes,No,,,,,,,No,No,Maybe,Maybe,Somewhat not open,Maybe/Not sure,Yes,Maybe,No,No,0,Rarely,40,Male,Always
0,26-100,1,,Yes,I am not sure,No,No,I don't know,Very difficult,Maybe,No,No,No,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Somewhat not open,No,Yes,Yes,Yes,Yes,1,Often,36,male,Always
0,More than 1000,0,1,I don't know,No,I don't know,Yes,I don't know,I don't know,Yes,Maybe,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,I don't know,Maybe,No,No,1,Not applicable to me,39,Female,Sometimes
0,26-100,1,,Yes,No,I don't know,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No,,,,,,,No,No,Maybe,"No, I don't think they would",Not open at all,"Yes, I observed",No,No,Maybe,No,0,Never,38,Male,Always
0,1-5,1,,I don't know,I am not sure,Yes,I don't know,Yes,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Maybe,Maybe,"No, I don't think they would",Very open,No,I don't know,Maybe,Maybe,Yes,1,Rarely,23,Male,Sometimes
0,500-1000,0,1,No,No,No,No,No,Neither easy nor difficult,Yes,Maybe,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",Yes,No,No,No,0,Not applicable to me,29,male,Sometimes
0,100-500,1,,I don't know,No,No,I don't know,I don't know,Very easy,No,No,Maybe,Maybe,Yes,No,,,,,,,Yes,Yes,"No, I don't think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,No,0,Not applicable to me,38,Male,Always
0,More than 1000,0,1,Yes,Yes,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,Maybe,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Neutral,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Rarely,34,Female,Sometimes
0,More than 1000,1,,No,I am not sure,No,No,I don't know,Very easy,Maybe,Maybe,No,No,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Neutral,No,Yes,Yes,Yes,Yes,1,Sometimes,28,male,Never
0,6-25,1,,No,N/A,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Yes,"Yes, it has","No, I don't think they would",Very open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Often,38,Male,Sometimes
0,26-100,1,,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,Maybe,No,No,No,No,,,,,,,No,No,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,I don't know,Maybe,Maybe,No,1,Not applicable to me,25,female,Never
0,More than 1000,0,1,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Maybe,"No, I don't think it would","No, I don't think they would",Very open,No,Yes,Yes,Yes,Yes,1,Sometimes,36,female,Sometimes
0,More than 1000,1,,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,Very difficult,Yes,Yes,No,No,No,Yes,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Sometimes,57,Female,Sometimes
0,More than 1000,0,1,I don't know,No,No,No,I don't know,Very difficult,Maybe,No,No,No,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Very open,Maybe/Not sure,Yes,Yes,No,Yes,1,Never,46,male,Sometimes
0,More than 1000,1,,Yes,Yes,No,Yes,I don't know,Very difficult,Yes,No,No,No,No,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Rarely,49,Male,Never
0,More than 1000,1,,I don't know,No,No,I don't know,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,No,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,No,Yes,No,Yes,1,Sometimes,34,m,Never
0,26-100,1,,I don't know,No,No,No,Yes,Very easy,No,No,Maybe,Yes,Yes,No,,,,,,,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,"Yes, I observed",No,No,No,No,0,Not applicable to me,43,Male,Sometimes
1,,,,,,,,,,,,,,,,1,"No, I don't know any","No, because it doesn't matter",N/A,Yes,76-100%,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Neutral,No,No,Yes,Yes,Yes,0,Often,35,m,Sometimes
1,,,,,,,,,,,,,,,,0,I know some,Not applicable to me,N/A,Not applicable to me,,Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",No,Yes,No,Yes,1,Not applicable to me,32,Male,Always
0,More than 1000,0,1,Not eligible for coverage / N/A,N/A,Yes,No,I don't know,Very easy,No,No,No,No,Yes,No,,,,,,,No,No,"No, I don't think it would",Maybe,Not open at all,No,I don't know,No,Yes,No,1,Rarely,24,"Male (trans, FtM)",Sometimes
0,More than 1000,0,1,Yes,Yes,No,No,I don't know,Very difficult,Maybe,Maybe,Maybe,Maybe,No,No,,,,,,,No,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Never,33,Male,Sometimes
0,1-5,1,,I don't know,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Maybe,"No, I don't think it would","No, they do not",Somewhat open,No,Yes,No,Maybe,No,0,Never,28,Male,Never
